N° LIVRE;N° ISBN;TITRE;AUTEUR;EPOQUE;NATIONALITE;GENRE;SOUS GENRE;CATEGORIE LECTEUR;COMMENTAIRE;REF BIBLI;PRESENT;DATE EMPRUNT;EMPRUNTEUR;RETOUR PREVU
1;9782286041328;NAISSANCE DU ROI ARTHUR-LA;MARKALE JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;CYCLE DU GRAAL;RHI-MAR;;;;
2;;ILIADE;HOMERE;ANTIQUITE;GREC;LITTÉRATURE CLASSIQUE;HISTORIQUE;TOUT PUBLIC;L’ Iliade raconte la derniEre année de la guerre de Troie, entre les Grecs et les Troyens;LHI-HOM;;;;
3;9782070391653;ELEGANCE DU HERISSON-L';BARBERY MURIEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BAR;;;;
4;;PENSEES-LES;DAC PIERRE;CONTEMPORAINE (+19°);FRANCAIS;HUMOUR;HUMOUR;TOUT PUBLIC;2 EXEMPLAIRES;HHU-DAC;;;;
5;9782724203364;VIOLETTE NOZIERE;FITERE JEAN MARIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;UNE AFFAIRE D’EMPOISONNEUSE, PARRICIDE …;RHI-FIT;;;;
6;;PAROLES DE SAGESSE;FENEUILLE SERGE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;PRÉCEPTES DE VIE CIVILISATION EGYPTIENNE;RHI-FEN;;;;
7;9782253127765;VIE -UNE;VEIL SIMONE;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;;DBI-VEI;;;;
8;;SPLENDEURS ET MISERES DES COURTISANES;BALZAC HONORÉ;CLASSIQUE(18°-);FRANCAIS;LITTÉRATURE CLASSIQUE;ROMAN;TOUT PUBLIC;;LRO-BAL;;;;
9;;HISTOIRE DE LA ° GUERRE MONDIALE 1944-1945;GALLO MAX;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;HISTORIQUE;TOUT PUBLIC;;DHI-GAL;;;;
10;;CHAGRIN D'ECOLE;PENNAC DANIEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;HISTOIRE D'UN CANCRE;RRO-PEN;;;;
11;;POURQUOI LES HOMMES VEULENT DU SEXE ET LES FEMMES DE L'AMOUR;PEASE ALLAN ET BARBARA;;;ROMAN;VIE QUOTIDIENNE;ADULTE;PSYCHOLOGIE AMOUREUSE;RVI-PEA;;;;
12;9782213618630;ALLO BABOU VIENS VITE ON A BESOIN DE TOI;BOISSARD JANINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BOI;;;;
13;;C'EST QUOI CE PETIT BOULOT ?;DE BURON NICOLE;;;DOCUMENT;SOCIAL;TOUT PUBLIC;;DSO-DE ;;;;
14;;AMOUR INACHEVE-L';LEURRECH MARYSE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-LEU;;;;
15;;MOINS QUE RIEN L'ADO PERDU-LE;PELZER DAVE;CONTEMPORAINE (+19°);ANGLAIS/USA;DOCUMENT;SOCIAL;TOUT PUBLIC;ENFANCE MALTRAITÉE;DSO-PEL;;;;
16;;IDOLE-L';MERLE ROBERT;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-MER;;;;
17;9782724223667;MEMES-LES;PUJOL ALAIN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SOCIAL;ADULTE;SUITE DE TABLEAUX;RSO-PUJ;;;;
18;;VENGEANCE AU CŒUR DE LILLE;CHERRUEL  MARYSE;;;ROMAN;POLICIER;ADULTE;;RPO-CHE;;;;
19;9782840986560;RASPOUTINE LE PARIA DE DIEU;VIDAL PHILIPPE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-VID;;;;
20;9782070350896;BIENVEILLANTES-LES;LITTELL  JONATHAN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;HISTORIQUE;ADULTE; PRIX GONCOURT 2006- HORREURS SECONDE GUERRE MONDIALE;RHI-LIT;;;;
21;;SIECLE DE DIEU-LE;HERMARY VIEILLE CATHERINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-HER;;;;
22;;CATHERINE LA GRANDE;TROYAT HENRI;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-TRO;;;;
23;9782070372423;BONHEUR DES DAMES-AU;ZOLA EMILE;;;LITTÉRATURE CLASSIQUE;SOCIAL;TOUT PUBLIC;;LSO-ZOL;;;;
24;9782266119603;DEFRICHEURS D'ETERNITE -LES;MICHELET CLAUDE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-MIC;;;;
25;9782070146932;POUR QUE TU NE TE PERDES PAS DANS LE QUARTIER;MODIANO PATRICK;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-MOD;;;;
26;9782070119424;GRAND CŒUR-LE;RUFIN JEAN CHRISTOPHE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;JACQUES CŒUR;RHI-RUF;;;;
27;;DICTIONNAIRE MODERNE;MCFLY ET CARLITO;;;DOCUMENT;DICTIONNAIRE;TOUT PUBLIC; Edition 2019;DDI-MCF;;;;
28;9782246802631;PLACE À PRENDRE -UNE;ROWLING J.K;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;SOCIAL;ADULTE;COMÉDIE DE MŒURS - 2 EXEMPLAIRES;RSO-ROW;;;;
29;9782724225627;ADIEU VOLODIA;SIGNORET SIMONE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;BIOGRAPHIE;TOUT PUBLIC;2 EXEMPLAIRES;RBI-SIG;;;;
30;;PENSES ET ANECDOTES;COLUCHE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;HUMOUR;HUMOUR;TOUT PUBLIC;;HHU-COL;;;;
31;;HORREUR EST HUMAINE-L';COLUCHE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;HUMOUR;HUMOUR;TOUT PUBLIC;;HHU-COL;;;;
32;;ET VOUS TROUVEZ CA DROLE;COLUCHE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;HUMOUR;HUMOUR;TOUT PUBLIC;;HHU-COL;;;;
33;9782253006985;POT BOUILLE;ZOLA EMILE;;;LITTÉRATURE CLASSIQUE;SOCIAL;TOUT PUBLIC;;LSO-ZOL;;;;
34;;FAUTE DE L'ABBE MOURET-LA;ZOLA EMILE;;;LITTÉRATURE CLASSIQUE;SOCIAL;TOUT PUBLIC;;LSO-ZOL;;;;
35;;COUSINE BETTE-LA;BALZAC HONORÉ;CLASSIQUE(18°-);FRANCAIS;LITTÉRATURE CLASSIQUE;ROMAN;TOUT PUBLIC;;LRO-BAL;;;;
36;;FABLE DES CLOPORTES-LA;DAUTHIE CHERRUEL;;;ROMAN;POLICIER;ADULTE;;RPO-DAU;;;;
37;9782290336434;PRINTEMPS DES CATHEDRALES-LE;DIWO JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DIW;;;;
38;9782081285873;PERE GORIOT-LE;BALZAC HONORÉ;CLASSIQUE(18°-);FRANCAIS;LITTÉRATURE CLASSIQUE;ROMAN;TOUT PUBLIC;2 EXEMPLAIRES;LRO-BAL;;;;
39;;DOCTEUR PASCAL-LE;ZOLA EMILE;;;LITTÉRATURE CLASSIQUE;SOCIAL;TOUT PUBLIC;;LSO-ZOL;;;;
40;;BETE HUMAINE-LA;ZOLA EMILE;;;LITTÉRATURE CLASSIQUE;SOCIAL;TOUT PUBLIC;2 EXEMPLAIRES;LSO-ZOL;;;;
41;9782749102900;O CORSE ILE D'HUMOUR;SANTINI DOTTELONDE ANDRÉ PIERRE;CONTEMPORAINE (+19°);FRANCAIS;HUMOUR;HUMOUR;ADULTE;HISTOIRES DROLES CORSES;HHU-SAN;;;;
42;;PAIN ROUGE-LE;ARMAND MARIE PAULE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-ARM;;;;
43;;BOUT DU TUNNEL UN RAYON DE LUMIERE-AU;LEEURRECH MARYSE;;;ROMAN;POLICIER;ADULTE;;RPO-LEE;;;;
44;;HISTOIRE DE LA 2EME GUERRE MONDIALE 1943;GALLO MAX;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;HISTORIQUE;TOUT PUBLIC;;DHI-GAL;;;;
45;;VAINCRE À TOUT PRIX;JOLY ELENA;CONTEMPORAINE (+19°);;DOCUMENT;HISTORIQUE;TOUT PUBLIC; TÉMOIGNAGES COMBATTANTS SOVIÉTIQUES;DHI-JOL;;;;
46;;MAISON QUI N'OUBLIE PAS -LA;BURGEL PATRICK;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BUR;;;;
47;9782253020400;DIX ENFANTS QUE MADAME MING N'A JAMAIS EU -LES;SCHMITT ERIC EMMANUEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;Conte poétique philosophique;RRO-SCH;;;;
48;9782277234432;TEMPS OU LA JOCONDE PARLAIT-AU;DIWO JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DIW;;;;
49;9782330013073;COULEUR DES SENTIMENTS -LA;STOCKETT KATHRYN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;SOCIAL;ADULTE; lois raciales 1962 ( mississippi);RSO-STO;;;;
50;;ENFANT DES LUMIERES-L';CHANDERNAGOR FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CHA;;;;
51;9782253003670;ARGENT-L';ZOLA EMILE;;;LITTÉRATURE CLASSIQUE;SOCIAL;TOUT PUBLIC;;LSO-ZOL;;;;
52;;LOUIS XIV;GALLO MAX;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-GAL;;;;
53;;ENCORE UNE DANSE;PANCOL CATHERINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-PAN;;;;
54;9782720102673;CAPTIFS DE LA CITE DE GLACE;KILWORTH GARRY;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;SF SCIENCE FICTION;ADULTE;;RSF-KIL;;;;
55;9782245014804;TRES SAGE HELOISE;BOURIN JEANNE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;;RHI-BOU;;;;
56;9782849212950;FAY RENOIR, LA DEMOISELLE ELLIPTIQUE -T1;CHOMBART LEMOINE MARLENE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;JEUNESSE;;RRO-CHO;;;;
57;9782849213261;FAY RENOIR, LA FACE SOMBRE DES ANGES -T2;CHOMBART LEMOINE MARLENE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;JEUNESSE;SUITE DE LA DEMOISELLE ELLIPTIQUE;RRO-CHO;;;;
58;9782744122769;MADAME ROMAN;MONNIER THYDE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;LA VIE D'UNE VIEILLE PAYSANNE PROVENCALE;RRO-MON;;;;
59;9782724215990;HERBE D'OR- L';HELIAS PIERRE JAKEZ;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SF SCIENCE FICTION;TOUT PUBLIC;MARINS BRETONS;RSF-HEL;;;;
60;9782724209702;CHANT DU BOURREAU-LE;MAILER NORMAN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;TOUT PUBLIC;;RRO-MAI;;;;
61;97818027;VUE DE LA TERRE PROMISE;DUHAMEL GEORGES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;CHRONIQUE DES PASQUIER VOL3;RRO-DUH;;;;
62;9782266003766;PENDU DE ST PHOLIEN -LE;SIMENON GEORGES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;TOUT PUBLIC;MAIGRET;RPO-SIM;;;;
63;9782253098461;PREMIER JOUR DU RESTE DE MA VIE-Le;GRIMALDI VIRGINIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-GRI;;;;
64;9782213720579;TOURBILLON DE LA VIE -LE;VALOGNES AURELIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;ARTHUR ET SON PETIT FILS PASSE UN ÉTÉ ENSEMBLE. EMOTIONS, RIRES ET NOSTALGIE;RRO-VAL;;;;
65;9782266075923;PETITES HISTOIRES HORIZONTALES;PHILIPPE CECILE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;EROTIQUE, ILLICITE MAIS TELLEMENT DELICIEUX;RRO-PHI;;;;
67;9782845927957;DEVOIR DE VERITE;TARIQ RAMADAN;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;ADULTE;REFLEXIONS SUITE A SON EMPRISONNEMENT;DBI-TAR;;;;
68;9782381534336;POIDS DES MOTS-LE;BOUGEARD LENY;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;Jeune Auteur amiénois - 2021;RPO-BOU;;;;
69;9782724294386;AMBITIEUSE -L';GALLO MAX;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-GAL;;;;
70;9782702877630;SEPT GARCONS;WIAZEMSKY ANNE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WIA;;;;
71;9782253128588;VILLE QUI N'AIMAIT PAS SON ROI -LA;D'AILLON JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;LA GUERRE DES 3 HENRI;RHI-D'A;;;;
72;9782266194464;EXTRAORDINAIRE HISTOIRE DE FATIMA MONSOUR;DRYANSKI JOANNE ET GERRY;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;TOUT PUBLIC;;RRO-DRY;;;;
73;9782266186742;MONTESPAN -LE;TEULE JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;"HISTOIRE DE LOUIS HENRY DE PARDAILLAN, MARQUIS-  MARI DE ""LA MONTESPAN""";RHI-TEU;;;;
74;9782253241959;ET QUE NE DURENT QUE LES MOMENTS DOUX;GRIMALDI VIRGINIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-GRI;;;;
75;978;BABETTE S'EN MOQUE;BEREND ALICE;CONTEMPORAINE (+19°);ALLEMAND;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BER;;;;
76;9782253150916;TOUTE LA BEAUTE DU MONDE;ESPOSITO MARC;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;HISTOIRE D'AMOUR;RRO-ESP;;;;
77;9782841118724;SECRET DE LA MANUFACTURE DE CHAUSSETTES INUSABLES-LE;BARROWS ANNIE;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BAR;;;;
78;9782715803992;QUAND DIMANCHE ETAIT JOUR DE FETE;BARRIELLE JEAN FRANCOIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;HISTOIRS DES DIMANCHES;RRO-BAR;;;;
79;9782253071167;OUBLIES DU DIMANCHE-LES;PERRIN VALERIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PER;;;;
80;9782714438355;CE QUE VEULENT LES FEMMES;BERG ELISABETH;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;TOUT PUBLIC;APRES SON DIVORCE, UNE FEMME VA S'INVENTER UNE VIE;RRO-BER;;;;
81;9782738219909;COUREE-LA;ARMAND MARIE PAULE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SOCIAL;ADULTE;LA VIE D'UNE JEUNE ORPHELINE VERS 1900 DANS LE NORD;RSO-ARM;;;;
82;9782253103608;DEMOISELLES-LES;HUON ANNE GAELLE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;UNE ESPAGNOEL EMIGRE EN France EN 1923;RRO-HUO;;;;
83;97815541931;VOL DE NUIT;SAINT EXUPERY ANTOINE (DE);CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;HISTORIQUE;TOUT PUBLIC;RECITS DES PREMIERS VOLS  HEROIQUES;DHI-SAI;;;;
84;9788801952;HOURIE -LA;VERCEL ROGER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-VER;;;;
85;9782842281946;PAROLE DE REVEUR;VILLERS CLAUDE;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;40 ANS DE RADIO;DBI-VIL;;;;
86;9782954211756;MARTIN DE LA BROCHETTE;DES OUCHES THIERRY;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-DES;;;;
87;9782234050280;AU NON DU PERE;ALLEGRET LIVI CATHERINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;BIOGRAPHIE;TOUT PUBLIC;;RBI-ALL;;;;
88;9782258065550;SYMPHONIE DES LOUPS-LA;SICCARDI JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SOCIAL;TOUT PUBLIC;ANS LE MERCANTOUR, LA COHABITATION DES BEGRERS ET DU LOUP;RSO-SIC;;;;
89;9782863911822;IMPERATRICE-L;SULITZER PAUL LOUP;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;;RHI-SUL;;;;
90;9782253145646;VIE INTERDITE -LA;VAN CAUWELAERT DIDIER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-VAN;;;;
91;9782266013642;CHOSES-LES;PEREC GEORGES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-PER;;;;
92;9782290017722;INASSOUVIES, NOS VIES;DIOME FATOU;CONTEMPORAINE (+19°);AFRICAIN;ROMAN;ROMAN;TOUT PUBLIC;;RRO-DIO;;;;
93;978615351975;CHAMBRE ROUGE-LA;MALLET JORIS FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-MAL;;;;
94;97824111960;ŒUVRES LIBRES-LES;AMOUROUS HENRI;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;ROMANS-NOUVELLES-RECITS DE PLUSIEURS AUTEURS: AMOUROUX,MARCEAU, NATANSON,GILSON, VOLTAIRE,,,;RRO-AMO;;;;
95;9782290340738;MORTS POUR LA FRANCE - LE CHAUDRON DES SORCIERES;GALLO MAX;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;AVANT LA 1° GUERRE MONDIALE 1913;RHI-GAL;;;;
96;9782290340745;MORTS POUR LA FRANCE -LE FEU DE L'ENFER;GALLO MAX;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;1916-1917;RHI-GAL;;;;
97;9782290071335;HOMMES VIENNENT DE MARS, LES FEMMES VIENNENT DE VENUS -LES;GRAY JOHN;CONTEMPORAINE (+19°);ANGLAIS/USA;DOCUMENT;SOCIAL;ADULTE;ETUDE PSYCHOLOGIQUE;DSO-GRA;;;;
98;9782859562850;GRAND OBESE;ROTONDI CESAR;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-ROT;;;;
99;9782724280148;TAMATA ET L'ALLIANCE;MOITESSIER BERNARD;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;RECITS D'UN AVENTURE SOLITAIRE EN MER;DBI-MOI;;;;
100;9782253153269;EDUCATION D'UNE FEE-L';VAN CAUWELAERT DIDIER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-VAN;;;;
101;9782253138532;ALLER SIMLPLE-UN;VAN CAUWELAERT DIDIER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-VAN;;;;
102;9782253015598;MOTS POUR LE DIRE-LES;CARDINAL MARIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;RECIT D'UNE PSYCHANALYSE;RRO-CAR;;;;
103;9782878212215;GRANDE RIVIERE-LA;CLEMENT-MAINARD MICHELLE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;RECIT D'UN COLON AU CANADA XVII°;RHI-CLE;;;;
104;9782846940443;SANG DES ROSES-LE;CAUVIN PATRICK;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;TOUT PUBLIC;;RPO-CAU;;;;
105;9782846666121;ENQUETE-L';CLAUDEL PHILIPPE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;JEUNESSE;;RPO-CLA;;;;
106;9782724207599;KRAMER CONTRE KRAMER- LE DROIT DU PERE;CORMAN AVERY;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;TOUT PUBLIC;PATERNITE CONTRE MATERNITE;RRO-COR;;;;
107;9782877063913;CERTAIN JEUNE HOMME-UN;CREMER BRUNO;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;BIOGRAPHIE;TOUT PUBLIC;;RBI-CRE;;;;
108;9782724243617;SANS PAREIL-LA;CHANDERNAGOR FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CHA;;;;
109;9782724247612;ARCHANGE DE VIENNE-L';CHANDERNAGOR FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;HISTOIRE D'UNE TRAHISON;RRO-CHA;;;;
110;9782253141044;ENFANT DES LUMIERES-L';CHANDERNAGOR FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CHA;;;;
111;9782744179825;COULEURS DU TEMPS;CHANDERNAGOR FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CHA;;;;
112;9781867505;BELLE AMOUR-LA;CARCO FRANCIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CAR;;;;
113;9782253008620;CLE SUR LA PORTE-LA;CARDINAL MARIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CAR;;;;
114;9781961;TUERIES EN TURQUIE;CAINE ROBERT;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ESPIONNAGE;TOUT PUBLIC;;RES-CAI;;;;
115;9782724263782;ENFANT AUX LOUPS-L';CHANDERNAGOR FRANCOISE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;HISTOIRE D'UNE VENGEANCE;RRO-CHA;;;;
116;9780673411195;BONHEUR DU JOUR-LE;CABANIS JOSE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CAB;;;;
117;9782363601414;CHAMP DU POTIER-LE;CAMILLERI ANDREA;CONTEMPORAINE (+19°);ITALIEN;ROMAN;POLICIER;TOUT PUBLIC;UNE ENQUETE DU COMMISSAIRE MONTALBANO;RPO-CAM;;;;
118;978218921978;GENIE LA FOLLE;CAGNATI INES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;2 EXEMPLAIRES;RRO-CAG;;;;
119;9782840110792;POUR L'AMOUR DE L'INDE-T1;CLEMENT CATHERINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;NEHRU ET EDWINA MOUNTBATTEN - TOME1;RHI-CLE;;;;
120;9782840110806;POUR L'AMOUR DE L'INDE-T2;CLEMENT CATHERINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;NEHRU ET EDWINA MOUNTBATTEN - TOME2;RHI-CLE;;;;
121;9782878210506;FILS DE MARTHE-LE;CHAIX MARIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CHA;;;;
122;9782840576952;VIE MENTIE-LA;DEL CASTILLO MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-DEL;;;;
123;9782846666978;HERON DE GUERNICA-LE;CHOPLIN ANTOINE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CHO;;;;
124;9782846944625;HERITAGE DU MIRABELLIER-L';CAFFIER MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CAF;;;;
125;978272870032X;AINSI VOGUE LA GALERE;CAUSEL LAURENT;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-CAU;;;;
126;9788413293967;COLETTE;EDITEC;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;LA VIE DE COLETTE;DBI-EDI;;;;
127;9788413292946;MARIA MONTESSORI;EDITEC;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;LA VIE DE MARIA MONTESSORI;DBI-EDI;;;;
128;9788413292892;SIMONE DE BEAUVOIE;EDITEC;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;LA VIE DE SIMONE DE BEAUVOIR;DBI-EDI;;;;
129;9788413293981;CAMILLE CLAUDEL;EDITEC;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;LA VIE DE CAMILLE CLAUDEL;DBI-EDI;;;;
130;9788413292854;MARIE CURIE;EDITEC;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;LA VIE DE MARIE CURIE 2ex;DBI-EDI;;;;
131;9788413292885;INDIRA GANDHI;EDITEC;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;LA VIE DE INDIRA GANDHI;DBI-EDI;;;;
132;9788413294001;AUDREY HEPBURN;EDITEC;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;LA VIE DE AUDREY HEPBURN;DBI-EDI;;;;
133;9782728703132;RITALS-LES T1;CAVANNA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-CAV;;;;
134;9782728703132;RITALS-LES T2;CAVANNA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-CAV;;;;
